DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231320622,11/6/2023 0:00,11/6/2023 0:00,800,13,Newton,1395,1,520,VEHICLE - ATTEMPT STOLEN,1612 0344 1300,52,F,H,108,PARKING LOT,,,IC,Invest Cont,520,,,,6600    AVALON                       BL,,33.9798,-118.2652
231222607,11/6/2023 0:00,11/6/2023 0:00,235,12,77th Street,1257,2,890,FAILURE TO YIELD,1822 1309 0216,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,76TH                         ST,FIGUEROA                     ST,33.9708,-118.2827
230414170,11/6/2023 0:00,11/6/2023 0:00,539,4,Hollenbeck,402,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0329,47,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,4100    BERENICE                     AV,,34.0898,-118.2045
231222847,11/6/2023 0:00,11/6/2023 0:00,1650,12,77th Street,1232,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,55,F,B,108,PARKING LOT,,,IC,Invest Cont,331,,,,3200 W  SLAUSON                      AV,,33.989,-118.3282
231115885,11/6/2023 0:00,11/6/2023 0:00,420,11,Northeast,1173,1,330,BURGLARY FROM VEHICLE,1822 0344,25,M,W,101,STREET,,,IC,Invest Cont,330,,,,2200    LAKE SHORE                   AV,,34.0924,-118.2533
231100906,11/7/2023 0:00,11/6/2023 0:00,1000,11,Northeast,1189,1,210,ROBBERY,1402 0312 2004 0355 0443,0,X,X,210,RESTAURANT/FAST FOOD,312,PIPE/METAL PIPE,AA,Adult Arrest,210,,,,2200 N  FIGUEROA                     ST,,34.0827,-118.2239
230515579,11/7/2023 0:00,11/6/2023 0:00,615,5,Harbor,569,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,341,,,,1100    NAGOYA                       WY,,33.7336,-118.2778
231916285,11/7/2023 0:00,11/6/2023 0:00,1345,19,Mission,1902,2,354,THEFT OF IDENTITY,377,48,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,15000    LARKSPUR                     ST,,34.3184,-118.4605
230319382,11/8/2023 0:00,11/6/2023 0:00,1830,3,Southwest,357,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 1251 0385,23,M,A,101,STREET,,,IC,Invest Cont,420,,,,1200 W  37TH                         DR,,34.019,-118.2944
231222600,11/6/2023 0:00,11/6/2023 0:00,5,12,77th Street,1204,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1407 1100 0430,26,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,1100 W  45TH                         ST,,34.0027,-118.2938
231517154,11/6/2023 0:00,11/6/2023 0:00,1030,15,N Hollywood,1546,1,210,ROBBERY,0344 1309 0400 0906,0,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5100    COLFAX                       AV,,34.1631,-118.3878
230220650,11/7/2023 0:00,11/6/2023 0:00,2110,2,Rampart,201,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 0329,37,M,W,101,STREET,,,IC,Invest Cont,331,,,,HELIOTROPE                   DR,WILLOW BROOK                 AV,34.0894,-118.295
230123697,11/10/2023 0:00,11/6/2023 0:00,1830,1,Central,152,2,946,OTHER MISCELLANEOUS CRIME,0910 1402,0,X,X,835,7TH AND METRO CENTER (NOT LINE SPECIFIC),,,AA,Adult Arrest,946,998,,,7TH,FIGUEROA,34.0494,-118.2599
232116252,11/9/2023 0:00,11/6/2023 0:00,1530,21,Topanga,2111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,74,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,23000    ELKWOOD                      ST,,34.2126,-118.6278
230414162,11/6/2023 0:00,11/6/2023 0:00,600,4,Hollenbeck,497,1,330,BURGLARY FROM VEHICLE,0329 1501 1300,0,M,H,101,STREET,,,IC,Invest Cont,330,,,,3000 E  OLYMPIC                      BL,,34.0218,-118.2141
230816570,11/6/2023 0:00,11/6/2023 0:00,1710,8,West LA,805,2,900,VIOLATION OF COURT ORDER,2038 1300,61,M,W,101,STREET,,,IC,Invest Cont,900,,,,15400    BROWNWOOD                    PL,,34.1246,-118.466
231115498,11/7/2023 0:00,11/6/2023 0:00,2015,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,0344 0358 1609 0352,26,M,W,101,STREET,,,IC,Invest Cont,330,,,,4100    GATEWAY                      AV,,34.0923,-118.2817
231015584,11/6/2023 0:00,11/6/2023 0:00,1645,10,West Valley,1023,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1307 1609 0329,62,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,19000    SHERMAN                      WY,,34.201,-118.5475
230717137,11/14/2023 0:00,11/6/2023 0:00,815,7,Wilshire,764,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 1251 0410 1811 0409 0451,9,M,B,704,ELEMENTARY SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,,,,5300    SATURN                       ST,,34.0464,-118.3545
231517315,11/9/2023 0:00,11/6/2023 0:00,1900,15,N Hollywood,1583,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12000    MOORPARK                     ST,,34.1502,-118.3943
230716809,11/7/2023 0:00,11/6/2023 0:00,1000,7,Wilshire,702,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,32,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,700 N  SPAULDING                    AV,,34.0837,-118.3574
230220673,11/7/2023 0:00,11/6/2023 0:00,1730,2,Rampart,201,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,30,M,H,101,STREET,,,IC,Invest Cont,420,,,,LILY CREST                   AV,EDGEMONT                     ST,34.088,-118.296
231419909,11/6/2023 0:00,11/6/2023 0:00,645,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,49,M,B,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,500    WORLD                        WY,,33.9427,-118.4049
231115494,11/7/2023 0:00,11/6/2023 0:00,1430,11,Northeast,1141,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,58,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,N  KENMORE                      AV,HOLLYWOOD                    BL,34.1018,-118.2973
231115575,11/9/2023 0:00,11/6/2023 0:00,1200,11,Northeast,1161,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100 N  KENMORE                      AV,,34.0908,-118.2974
230123516,11/6/2023 0:00,11/6/2023 0:00,1900,1,Central,118,1,330,BURGLARY FROM VEHICLE,1609 1300 0329 1822 0344 1307,27,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330,,,,WILHARDT,NAUD,34.0686,-118.2266
231222629,11/6/2023 0:00,11/6/2023 0:00,1130,12,77th Street,1256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0217 1218 1309 0302 0319,54,M,B,108,PARKING LOT,101,REVOLVER,IC,Invest Cont,230,,,,7200 S  VERMONT                      AV,,33.9745,-118.2916
230220637,11/7/2023 0:00,11/6/2023 0:00,2330,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,0344 0352 1307 1609,26,M,O,101,STREET,,,IC,Invest Cont,330,,,,6TH                          ST,ST PAUL,34.0535,-118.2608
232017676,11/6/2023 0:00,11/6/2023 0:00,1110,20,Olympic,2079,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1268 1822,29,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2200 W  15TH                         ST,,34.0453,-118.2864
231819029,11/7/2023 0:00,11/6/2023 0:00,1100,18,Southeast,1802,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,75,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,100 E  87TH                         PL,,33.9581,-118.2739
231420009,11/8/2023 0:00,11/6/2023 0:00,1820,14,Pacific,1475,1,310,BURGLARY,1609 0321 0342 0317,45,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,7900    KENYON                       AV,,33.968,-118.4117
230617496,11/6/2023 0:00,11/6/2023 0:00,1730,6,Hollywood,639,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000 1814 0401,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1700 N  KINGSLEY                     DR,,34.1018,-118.3035
231613798,11/6/2023 0:00,11/6/2023 0:00,100,16,Foothill,1663,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12000    ALLEGHENY                    ST,,34.236,-118.3945
230515520,11/6/2023 0:00,11/6/2023 0:00,930,5,Harbor,557,1,761,BRANDISH WEAPON,0334 1236 1822,0,X,X,301,GAS STATION,204,FOLDING KNIFE,IC,Invest Cont,761,,,,500 S  GAFFEY                       ST,,33.7397,-118.2923
231916785,11/18/2023 0:00,11/6/2023 0:00,1700,19,Mission,1982,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 0416,54,M,H,109,PARK/PLAYGROUND,303,BRASS KNUCKLES,IC,Invest Cont,230,,,,COLUMBUS,PARTHENIA,34.2288,-118.4655
230717030,11/11/2023 0:00,11/6/2023 0:00,1850,7,Wilshire,721,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
232116652,11/18/2023 0:00,11/6/2023 0:00,1,21,Topanga,2162,2,354,THEFT OF IDENTITY,0929 1822,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,22800    CALIFA                       ST,,34.1774,-118.6233
231320215,11/6/2023 0:00,11/6/2023 0:00,8,13,Newton,1307,2,890,FAILURE TO YIELD,1309 1822 0205,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,SANFORD,9TH                          ST,34.0349,-118.2436
231717349,11/7/2023 0:00,11/6/2023 0:00,1800,17,Devonshire,1751,1,310,BURGLARY,0344 1601,48,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10000    HILLVIEW                     AV,,34.2528,-118.603
230124123,11/15/2023 0:00,11/6/2023 0:00,2000,1,Central,121,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,24,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494
231517382,11/10/2023 0:00,11/6/2023 0:00,1200,15,N Hollywood,1519,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0913 0448 0416,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,6700    SATSUMA                      AV,,34.1922,-118.3671
230716855,11/8/2023 0:00,11/6/2023 0:00,1650,7,Wilshire,782,2,624,BATTERY - SIMPLE ASSAULT,1822 0446 1601 2049 2051,20,F,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,LA CIENEGA,GUTHRIE,34.0403,-118.377
231717812,11/7/2023 0:00,11/6/2023 0:00,2135,17,Devonshire,1795,1,330,BURGLARY FROM VEHICLE,344,32,M,W,101,STREET,,,IC,Invest Cont,330,,,,PARTHENIA,BALBOA,34.2285,-118.5026
231222641,11/6/2023 0:00,11/6/2023 0:00,1045,12,77th Street,1204,2,624,BATTERY - SIMPLE ASSAULT,0416 1820,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4700 S  NORMANDIE                    AV,,34.0007,-118.3002
230319342,11/7/2023 0:00,11/6/2023 0:00,1800,3,Southwest,354,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,3700    4TH                          AV,,34.0205,-118.3213
230123514,11/7/2023 0:00,11/6/2023 0:00,1400,1,Central,111,1,330,BURGLARY FROM VEHICLE,0354 1822 0321 0930 0344 1300,30,F,H,717,HEALTH SPA/GYM,,,IC,Invest Cont,330,,,,700 W  CESAR E CHAVEZ               AV,,34.0606,-118.2439
232017673,11/6/2023 0:00,11/6/2023 0:00,400,20,Olympic,2079,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0416 0913 1206 1820,41,M,H,210,RESTAURANT/FAST FOOD,212,BOTTLE,IC,Invest Cont,230,,,,1300 S  VERMONT                      AV,,34.0473,-118.2916
231115500,11/7/2023 0:00,11/6/2023 0:00,1600,11,Northeast,1128,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0352 0325,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,6200    YORK                         BL,,34.1155,-118.1843
231517161,11/7/2023 0:00,11/6/2023 0:00,1832,15,N Hollywood,1529,1,330,BURGLARY FROM VEHICLE,1822 1609 0344,42,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,10500    VICTORY                      BL,,34.1849,-118.3597
230617494,11/6/2023 0:00,11/6/2023 0:00,1325,6,Hollywood,648,1,210,ROBBERY,1601 1822 0325 1501 0945,0,X,X,203,OTHER BUSINESS,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,442,,,5500 W  SUNSET                       BL,,34.1,-118.3113
231916305,11/7/2023 0:00,11/6/2023 0:00,1730,19,Mission,1918,1,310,BURGLARY,1402 1822 1609,73,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,998,,,13600    HUBBARD                      ST,,34.308,-118.4297
230515528,11/6/2023 0:00,11/6/2023 0:00,1415,5,Harbor,555,2,623,BATTERY POLICE (SIMPLE),0416 0432 0917 1212 2004,0,M,O,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,,,400 N  GAFFEY                       ST,,33.746,-118.2923
232116223,11/8/2023 0:00,11/6/2023 0:00,1400,21,Topanga,2139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,44,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,20200    SHERMAN                      WY,,34.2011,-118.5734
230319415,11/8/2023 0:00,11/6/2023 0:00,100,3,Southwest,328,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PORTLAND,ADAMS                        BL,34.0301,-118.2826
230617523,11/6/2023 0:00,11/6/2023 0:00,1900,6,Hollywood,656,2,903,CONTEMPT OF COURT,0913 2038,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903,,,,5800    WILLOUGHBY                   AV,,34.0889,-118.3277
231419920,11/6/2023 0:00,11/6/2023 0:00,1905,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,1252 1309 0913 1822 1501 0416,54,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,IMPERIAL,CALIFORNIA,33.9313,-118.4048
231222644,11/6/2023 0:00,11/6/2023 0:00,1350,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 1822,27,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,1800 W  51ST                         ST,,33.997,-118.3114
230123478,11/6/2023 0:00,11/6/2023 0:00,2100,1,Central,185,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200 S  BROADWAY,,34.0382,-118.2603
231916278,11/7/2023 0:00,11/6/2023 0:00,1830,19,Mission,1972,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,O,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,9000 N  SEPULVEDA                    BL,,34.2337,-118.4675
230916457,11/16/2023 0:00,11/6/2023 0:00,1100,9,Van Nuys,937,2,662,"BUNCO, GRAND THEFT",701,0,M,W,255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",,,IC,Invest Cont,662,,,,13700    VICTORY                      BL,,34.1867,-118.4313
231613814,11/6/2023 0:00,11/6/2023 0:00,1600,16,Foothill,1656,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8100    FOOTHILL                     BL,,34.2597,-118.3095
230319301,11/6/2023 0:00,11/6/2023 0:00,30,3,Southwest,395,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 W  VERNON                       AV,,34.0073,-118.3108
231015547,11/6/2023 0:00,11/6/2023 0:00,115,10,West Valley,1039,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1402 1822 0385 0344 1300,41,M,A,101,STREET,,,AA,Adult Arrest,331,998,,,15700    VANOWEN                      ST,,34.1939,-118.4749
231916299,11/7/2023 0:00,11/6/2023 0:00,2100,19,Mission,1962,1,330,BURGLARY FROM VEHICLE,0344 1822 0321,44,M,H,101,STREET,,,IC,Invest Cont,330,,,,9300    COLUMBUS                     AV,,34.2391,-118.4647
230617482,11/6/2023 0:00,11/6/2023 0:00,2000,6,Hollywood,637,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416,47,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,BRONSON,HOLLYWOOD,34.1017,-118.318
230617501,11/6/2023 0:00,11/6/2023 0:00,2121,6,Hollywood,637,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0448 0416 1814 1813 0444 0429 2038 2000,32,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1800    VINE                         ST,,34.1037,-118.3267
231517178,11/7/2023 0:00,11/6/2023 0:00,2213,15,N Hollywood,1515,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6800    SIMPSON                      AV,,34.1939,-118.389
230319313,11/6/2023 0:00,11/6/2023 0:00,1320,3,Southwest,334,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0361 0603 0416 0445 2038,45,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,4200 W  MONT CLAIR                   ST,,34.0313,-118.3316
231613794,11/6/2023 0:00,11/6/2023 0:00,251,16,Foothill,1684,1,310,BURGLARY,1822 0358 1609 0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,8000    LANKERSHIM                   BL,,34.2157,-118.3878
231517510,11/13/2023 0:00,11/6/2023 0:00,1245,15,N Hollywood,1522,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,13000    VICTORY                      BL,,34.1936,-118.4166
230617500,11/6/2023 0:00,11/6/2023 0:00,2005,6,Hollywood,663,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004 1822,0,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
232116123,11/6/2023 0:00,11/6/2023 0:00,1015,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0356 0444,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6200    CANOGA                       AV,,34.1828,-118.5974
231115467,11/6/2023 0:00,11/6/2023 0:00,845,11,Northeast,1135,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3300    CARLYLE                      ST,,34.1095,-118.2338
231818981,11/6/2023 0:00,11/6/2023 0:00,1038,18,Southeast,1863,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325 0344 0342,0,X,X,401,MINI-MART,,,IC,Invest Cont,440,,,,600 E  IMPERIAL                     HY,,33.931,-118.2652
230716816,11/7/2023 0:00,11/6/2023 0:00,49,7,Wilshire,774,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,31,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,1600 S  LA BREA                      AV,,34.0457,-118.3455
230319380,11/8/2023 0:00,11/6/2023 0:00,1621,3,Southwest,358,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104,22,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,AO,Adult Other,442,,,,800    CHILDS                       WY,,34.0203,-118.2852
231419836,11/6/2023 0:00,11/6/2023 0:00,210,14,Pacific,1453,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,151,TOW YARD*,,,AA,Adult Arrest,522,,,,4100    GLENCOE                      AV,,33.9904,-118.4433
232116121,11/6/2023 0:00,11/6/2023 0:00,1350,21,Topanga,2147,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,30,M,X,108,PARKING LOT,,,IC,Invest Cont,745,,,,7100    DE SOTO                      AV,,34.1992,-118.5884
230319409,11/7/2023 0:00,11/6/2023 0:00,1600,3,Southwest,337,2,850,INDECENT EXPOSURE,0529 1822,43,F,W,108,PARKING LOT,,,IC,Invest Cont,850,,,,30TH                         ST,HALLDALE,34.0273,-118.3028
231419898,11/7/2023 0:00,11/6/2023 0:00,1141,14,Pacific,1469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0378,0,X,X,402,MARKET,,,IC,Invest Cont,440,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
230123528,11/7/2023 0:00,11/6/2023 0:00,1500,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0354 1822 0344,27,F,H,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
230716771,11/6/2023 0:00,11/6/2023 0:00,17,7,Wilshire,788,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2000 0913 0422 1814,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,2100    CRENSHAW                     BL,,34.0387,-118.3318
230123470,11/6/2023 0:00,11/6/2023 0:00,1130,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,49,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,ALPINE,YALE,34.0628,-118.2408
231916297,11/7/2023 0:00,11/6/2023 0:00,1800,19,Mission,1977,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9000    SNOWDEN                      AV,,34.233,-118.4367
230601096,11/6/2023 0:00,11/6/2023 0:00,1645,6,Hollywood,648,1,210,ROBBERY,0945 0325 0443 1402 2004,0,X,X,405,CLOTHING STORE,304,CLUB/BAT,AA,Adult Arrest,210,,,,5500 W  SUNSET                       BL,,34.1,-118.3113
230617515,11/6/2023 0:00,11/6/2023 0:00,100,6,Hollywood,637,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0400 0448 0408 0416 0446 0432,38,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,5900    HOLLYWOOD                    BL,,34.103,-118.3225
230816563,11/6/2023 0:00,11/6/2023 0:00,1044,8,West LA,892,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1300 0421,34,M,W,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,2400 S  BARRINGTON                   AV,,34.0316,-118.4457
232116167,11/7/2023 0:00,11/6/2023 0:00,1000,21,Topanga,2159,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,56,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,19700    FRIAR                        ST,,34.1857,-118.5622
230515578,11/7/2023 0:00,11/6/2023 0:00,1430,5,Harbor,562,2,946,OTHER MISCELLANEOUS CRIME,,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,1200 W  8TH                          ST,,33.737,-118.3034
230816662,11/6/2023 0:00,11/6/2023 0:00,1030,8,West LA,823,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 2032,69,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,800    ALMA REAL                    DR,,34.0428,-118.523
231916364,11/8/2023 0:00,11/6/2023 0:00,2000,19,Mission,1964,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,TUPPER,CEDROS,34.239,-118.4535
232116141,11/6/2023 0:00,11/6/2023 0:00,1705,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0352 1402,47,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,998,,,6500    TOPANGA CANYON               BL,,34.1886,-118.6059
231222664,11/7/2023 0:00,11/6/2023 0:00,1800,12,77th Street,1241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500 S  VICTORIA                     AV,,33.9806,-118.3323
230617687,11/10/2023 0:00,11/6/2023 0:00,2050,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,36,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,HOLLYWOOD,WILCOX,34.1016,-118.331
231818957,11/6/2023 0:00,11/6/2023 0:00,326,18,Southeast,1826,1,310,BURGLARY,1609 0342 0329 1822 0216,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1600 E  103RD                        ST,,33.9485,-118.2461
